UF;Município;Cod_Município;CN;Cep_Início;Cep_Fim
SE;Ribeirópolis;2806008;79;49000-000;49999-999
SE;Rosário Do Catete;2806107;79;49000-000;49999-999
SE;Salgado;2806206;79;49000-000;49999-999
SE;Santa Luzia Do Itanhy;2806305;79;49000-000;49999-999
SE;Santa Rosa De Lima;2806503;79;49000-000;49999-999
SE;Santana Do São Francisco;2806404;79;49000-000;49999-999
SE;Santo Amaro Das Brotas;2806602;79;49000-000;49999-999
SE;São Cristóvão;2806701;79;49000-000;49999-999
SE;São Domingos;2806800;79;49000-000;49999-999
SE;São Francisco;2806909;79;49000-000;49999-999
SE;São Miguel Do Aleixo;2807006;79;49000-000;49999-999
SE;Simão Dias;2807105;79;49000-000;49999-999
SE;Siriri;2807204;79;49000-000;49999-999
SE;Telha;2807303;79;49000-000;49999-999
SE;Tobias Barreto;2807402;79;49000-000;49999-999
SE;Tomar Do Geru;2807501;79;49000-000;49999-999
SE;Umbaúba;2807600;79;49000-000;49999-999
SP;Adamantina;3500105;18;17800-000 ;17800-970
SP;Adolfo;3500204;17;15230-000;15230-970
SP;Aguaí;3500303;19;13860-000 ;13860-970
SP;Águas Da Prata;3500402;19;13890-000 ;13895-000
SP;Águas De Lindóia;3500501;19;13940-000;13940-971
SP;Águas De Santa Bárbara;3500550;14;18770-000;18770-990
SP;Águas De São Pedro;3500600;19;13525-000;13525-970
SP;Agudos;3500709;14;17120-000;17123-970
SP;Alambari;3500758;15;18220-000;18220-993
SP;Alfredo Marcondes;3500808;18;19180-000;19180-970
SP;Altair;3500907;17;15430-000 ;15437-970 
SP;Altinópolis;3501004;16;01000-000;19999-999
SP;Alto Alegre;3501103;18;01000-000;19999-999
SP;Alumínio;3501152;11;01000-000;19999-999
SP;Álvares Florence;3501202;17;01000-000;19999-999
SP;Álvares Machado;3501301;18;01000-000;19999-999
SP;Álvaro De Carvalho;3501400;14;01000-000;19999-999
SP;Alvinlândia;3501509;14;01000-000;19999-999
SP;Americana;3501608;19;01000-000;19999-999
SP;Américo Brasiliense;3501707;16;01000-000;19999-999
SP;Américo De Campos;3501806;17;01000-000;19999-999
SP;Amparo;3501905;19;13900-005;13909-970 
SP;Analândia;3502002;19;01000-000;19999-999
SP;Andradina;3502101;18;16900-001;16915-970 
SP;Angatuba;3502200;15;18240-000;18243-970
SP;Anhembi;3502309;14;18220-000;18220-993 
SP;Anhumas;3502408;18;01000-000;19999-999
SP;Aparecida;3502507;12;01000-000;19999-999
SP;Aparecida D'Oeste;3502606;17;01000-000;19999-999
SP;Apiaí;3502705;15;01000-000;19999-999
SP;Araçariguama;3502754;11;01000-000;19999-999
SP;Araçatuba;3502804;18;16010-000;16087-030 
SP;Araçoiaba Da Serra;3502903;15;01000-000;19999-999
SP;Aramina;3503000;16;01000-000;19999-999
SP;Arandu;3503109;14;01000-000;19999-999
SP;Arapeí;3503158;12;01000-000;19999-999
SP;Araraquara;3503208;16;14800-005;14812-970
SP;Araras;3503307;19;01000-000;19999-999
SP;Arco-Íris;3503356;14;01000-000;19999-999
SP;Arealva;3503406;14;01000-000;19999-999
SP;Areias;3503505;12;12820-000;12820-970
SP;Areiópolis;3503604;14;01000-000;19999-999
SP;Ariranha;3503703;17;01000-000;19999-999
SP;Artur Nogueira;3503802;19;01000-000;19999-999
SP;Arujá;3503901;11;01000-000;19999-999
SP;Aspásia;3503950;17;01000-000;19999-999
SP;Assis;3504008;18;01000-000;19999-999
SP;Atibaia;3504107;11;12940-060;12954-905
SP;Auriflama;3504206;17;01000-000;19999-999
SP;Avaí;3504305;14;01000-000;19999-999
SP;Avanhandava;3504404;18;01000-000;19999-999
SP;Avaré;3504503;14;01000-000;19999-999
SP;Bady Bassitt;3504602;17;01000-000;19999-999
SP;Balbinos;3504701;14;01000-000;19999-999
SP;Bálsamo;3504800;17;01000-000;19999-999
SP;Bananal;3504909;12;01000-000;19999-999
SP;Barão De Antonina;3505005;15;01000-000;19999-999
SP;Barbosa;3505104;18;01000-000;19999-999
SP;Bariri;3505203;14;01000-000;19999-999
SP;Barra Bonita;3505302;14;01000-000;19999-999
SP;Barra Do Chapéu;3505351;15;01000-000;19999-999
SP;Barra Do Turvo;3505401;15;01000-000;19999-999
SP;Barretos;3505500;17;14780-005;14789-970 
SP;Barrinha;3505609;16;01000-000;19999-999
SP;Barueri;3505708;11;01000-000;19999-999
SP;Bastos;3505807;14;01000-000;19999-999
SP;Batatais;3505906;16;01000-000;19999-999
SP;Bauru;3506003;14;17010-000;17110-990 
SP;Bebedouro;3506102;17;01000-000;19999-999
SP;Bento De Abreu;3506201;18;01000-000;19999-999
SP;Bernardino De Campos;3506300;14;01000-000;19999-999
SP;Bertioga;3506359;13;11250-000;11250-995
SP;Bilac;3506409;18;01000-000;19999-999
SP;Birigui;3506508;18;01000-000;19999-999
SP;Biritiba-Mirim;3506607;11;08940-000;08940-991
SP;Boa Esperança Do Sul;3506706;16;01000-000;19999-999
SP;Bocaina;3506805;14;01000-000;19999-999
SP;Bofete;3506904;14;01000-000;19999-999
SP;Boituva;3507001;15;01000-000;19999-999
SP;Bom Jesus Dos Perdões;3507100;11;01000-000;19999-999
SP;Bom Sucesso De Itararé;3507159;15;01000-000;19999-999
SP;Borá;3507209;18;01000-000;19999-999
SP;Boracéia;3507308;14;01000-000;19999-999
SP;Borborema;3507407;16;01000-000;19999-999
SP;Borebi;3507456;14;01000-000;19999-999
SP;Botucatu;3507506;14;01000-000;19999-999
SP;Bragança Paulista;3507605;11;12900-002;12929-991 
SP;Braúna;3507704;18;01000-000;19999-999
SP;Brejo Alegre;3507753;18;01000-000;19999-999
SP;Brodowski;3507803;16;01000-000;19999-999
SP;Brotas;3507902;14;01000-000;19999-999
SP;Buri;3508009;15;01000-000;19999-999
SP;Buritama;3508108;18;01000-000;19999-999
SP;Buritizal;3508207;16;01000-000;19999-999
SP;Cabrália Paulista;3508306;14;01000-000;19999-999
SP;Cabreúva;3508405;11;01000-000;19999-999
SP;Caçapava;3508504;12;12280-005;12297-060 
SP;Cachoeira Paulista;3508603;12;01000-000;19999-999
SP;Caconde;3508702;19;01000-000;19999-999
SP;Cafelândia;3508801;14;01000-000;19999-999
SP;Caiabu;3508900;18;01000-000;19999-999
SP;Caieiras;3509007;11;01000-000;19999-999
SP;Caiuá;3509106;18;01000-000;19999-999
SP;Cajamar;3509205;11;07750-020;07794-440
SP;Cajati;3509254;13;01000-000;19999-999
SP;Cajobi;3509304;17;01000-000;19999-999
SP;Cajuru;3509403;16;01000-000;19999-999
SP;Campina Do Monte Alegre;3509452;15;01000-000;19999-999
SP;Campinas;3509502;19;13010-000;13108-990
SP;Campo Limpo Paulista;3509601;11;01000-000;19999-999
SP;Campos Do Jordão;3509700;12;12460-000;12460-971
SP;Campos Novos Paulista;3509809;14;01000-000;19999-999
SP;Cananéia;3509908;13;11990-000;11995-970
SP;Canas;3509957;12;01000-000;19999-999
SP;Cândido Mota;3510005;18;01000-000;19999-999
SP;Cândido Rodrigues;3510104;16;01000-000;19999-999
SP;Canitar;3510153;14;18990-000;18990-970 
SP;Capão Bonito;3510203;15;01000-000;19999-999
SP;Capela Do Alto;3510302;15;01000-000;19999-999
SP;Capivari;3510401;19;01000-000;19999-999
SP;Caraguatatuba;3510500;12;11660-005;11679-901 
SP;Carapicuíba;3510609;11;06310-010;06397-670
SP;Cardoso;3510708;17;01000-000;19999-999
SP;Casa Branca;3510807;19;01000-000;19999-999
SP;Cássia Dos Coqueiros;3510906;16;01000-000;19999-999
SP;Castilho;3511003;18;01000-000;19999-999
SP;Catanduva;3511102;17;15800-003;15816-118
SP;Catiguá;3511201;17;01000-000;19999-999
SP;Cedral;3511300;17;15895-000;15895-970 
SP;Cerqueira César;3511409;14;01000-000;19999-999
SP;Cerquilho;3511508;15;01000-000;19999-999
SP;Cesário Lange;3511607;15;01000-000;19999-999
SP;Charqueada;3511706;19;01000-000;19999-999
SP;Chavantes;3557204;14;01000-000;19999-999
SP;Clementina;3511904;18;01000-000;19999-999
SP;Colina;3512001;17;14770-000;14770-970 
SP;Colômbia;3512100;17;14795-000;14795-971
SP;Conchal;3512209;19;01000-000;19999-999
SP;Conchas;3512308;14;01000-000;19999-999
SP;Cordeirópolis;3512407;19;01000-000;19999-999
SP;Coroados;3512506;18;01000-000;19999-999
SP;Coronel Macedo;3512605;14;01000-000;19999-999
SP;Corumbataí;3512704;19;01000-000;19999-999
SP;Cosmópolis;3512803;19;13150-000;13150-971 
SP;Cosmorama;3512902;17;01000-000;19999-999
SP;Cotia;3513009;11;06700-020;06729-991 
SP;Cravinhos;3513108;16;01000-000;19999-999
SP;Cristais Paulista;3513207;16;01000-000;19999-999
SP;Cruzália;3513306;18;01000-000;19999-999
SP;Cruzeiro;3513405;12;01000-000;19999-999
SP;Cubatão;3513504;13;11500-005;11573-906
SP;Cunha;3513603;12;12530-000;12540-970 
SP;Descalvado;3513702;19;01000-000;19999-999
SP;Diadema;3513801;11;09910-000;09993-335 
SP;Dirce Reis;3513850;17;01000-000;19999-999
SP;Divinolândia;3513900;19;01000-000;19999-999
SP;Dobrada;3514007;16;01000-000;19999-999
SP;Dois Córregos;3514106;14;01000-000;19999-999
SP;Dolcinópolis;3514205;17;01000-000;19999-999
SP;Dourado;3514304;16;01000-000;19999-999
SP;Dracena;3514403;18;17900-000;17910-971 
SP;Duartina;3514502;14;01000-000;19999-999
SP;Dumont;3514601;16;01000-000;19999-999
SP;Echaporã;3514700;18;01000-000;19999-999
SP;Eldorado;3514809;13;11960-000;11980-970
SP;Elias Fausto;3514908;19;01000-000;19999-999
SP;Elisiário;3514924;17;01000-000;19999-999
SP;Embaúba;3514957;17;01000-000;19999-999
SP;Embu Das Artes;3515004;11;06803-000;06846-835
SP;Embu-Guaçu;3515103;11;06900-000;06930-000
SP;Emilianópolis;3515129;18;01000-000;19999-999
SP;Engenheiro Coelho;3515152;19;01000-000;19999-999
SP;Espírito Santo Do Pinhal;3515186;19;01000-000;19999-999
SP;Espírito Santo Do Turvo;3515194;14;01000-000;19999-999
SP;Estiva Gerbi;3557303;19;01000-000;19999-999
SP;Estrela Do Norte;3515301;18;01000-000;19999-999
SP;Estrela D'Oeste;3515202;17;01000-000;19999-999
SP;Euclides Da Cunha Paulista;3515350;18;01000-000;19999-999
SP;Fartura;3515400;14;01000-000;19999-999
SP;Fernando Prestes;3515608;16;01000-000;19999-999
SP;Fernandópolis;3515509;17;15600-000;15617-970
SP;Fernão;3515657;14;01000-000;19999-999
SP;Ferraz De Vasconcelos;3515707;11;01000-000;19999-999
SP;Flora Rica;3515806;18;01000-000;19999-999
SP;Floreal;3515905;17;01000-000;19999-999
SP;Flórida Paulista;3516002;18;01000-000;19999-999
SP;Florínia;3516101;18;01000-000;19999-999
SP;Franca;3516200;16;14400-005;14412-888
SP;Francisco Morato;3516309;11;01000-000;19999-999
SP;Franco Da Rocha;3516408;11;01000-000;19999-999
SP;Gabriel Monteiro;3516507;18;01000-000;19999-999
SP;Gália;3516606;14;01000-000;19999-999
SP;Garça;3516705;14;17400-000;17405-970 
SP;Gastão Vidigal;3516804;17;01000-000;19999-999
SP;Gavião Peixoto;3516853;16;01000-000;19999-999
SP;General Salgado;3516903;17;01000-000;19999-999
SP;Getulina;3517000;14;01000-000;19999-999
SP;Glicério;3517109;18;01000-000;19999-999
SP;Guaiçara;3517208;14;01000-000;19999-999
SP;Guaimbê;3517307;14;01000-000;19999-999
SP;Guaíra;3517406;17;01000-000;19999-999
SP;Guapiaçu;3517505;17;01000-000;19999-999
SP;Guapiara;3517604;15;01000-000;19999-999
SP;Guará;3517703;16;01000-000;19999-999
SP;Guaraçaí;3517802;18;01000-000;19999-999
SP;Guaraci;3517901;17;01000-000;19999-999
SP;Guarani D'Oeste;3518008;17;01000-000;19999-999
SP;Guarantã;3518107;14;01000-000;19999-999
SP;Guararapes;3518206;18;01000-000;19999-999
SP;Guararema;3518305;11;08900-000;08900-992
SP;Guaratinguetá;3518404;12;12500-010;12524-900
SP;Guareí;3518503;15;18250-000;18250-970
SP;Guariba;3518602;16;01000-000;19999-999
SP;Guarujá;3518701;13;01000-000;19999-999
SP;Guarulhos;3518800;11;07010-000;07274-040
SP;Guatapará;3518859;16;01000-000;19999-999
SP;Guzolândia;3518909;17;01000-000;19999-999
SP;Herculândia;3519006;14;01000-000;19999-999
SP;Holambra;3519055;19;01000-000;19999-999
SP;Hortolândia;3519071;19;13183-005;13189-219 
SP;Iacanga;3519105;14;01000-000;19999-999
SP;Iacri;3519204;14;01000-000;19999-999
SP;Iaras;3519253;14;01000-000;19999-999
SP;Ibaté;3519303;16;01000-000;19999-999
SP;Ibirá;3519402;17;15860-000;15868-970
SP;Ibirarema;3519501;14;01000-000;19999-999
SP;Ibitinga;3519600;16;01000-000;19999-999
SP;Ibiúna;3519709;15;01000-000;19999-999
SP;Icém;3519808;17;15460-000;15460-970 
SP;Iepê;3519907;18;01000-000;19999-999
SP;Igaraçu Do Tietê;3520004;14;01000-000;19999-999
SP;Igarapava;3520103;16;01000-000;19999-999
SP;Igaratá;3520202;11;01000-000;19999-999
SP;Iguape;3520301;13;01000-000;19999-999
SP;Ilha Comprida;3520426;13;01000-000;19999-999
SP;Ilha Solteira;3520442;18;01000-000;19999-999
SP;Ilhabela;3520400;12;11630-000;11650-000
SP;Indaiatuba;3520509;19;13330-005;13349-850 
SP;Indiana;3520608;18;01000-000;19999-999
SP;Indiaporã;3520707;17;01000-000;19999-999
SP;Inúbia Paulista;3520806;18;01000-000;19999-999
SP;Ipaussu;3520905;14;01000-000;19999-999
SP;Iperó;3521002;15;01000-000;19999-999
SP;Ipeúna;3521101;19;01000-000;19999-999
SP;Ipiguá;3521150;17;15108-000;15108-970 
SP;Iporanga;3521200;15;01000-000;19999-999
SP;Ipuã;3521309;16;01000-000;19999-999
SP;Iracemápolis;3521408;19;01000-000;19999-999
SP;Irapuã;3521507;17;01000-000;19999-999
SP;Irapuru;3521606;18;01000-000;19999-999
SP;Itaberá;3521705;15;01000-000;19999-999
SP;Itaí;3521804;14;18730-000;18730-970 
SP;Itajobi;3521903;17;01000-000;19999-999
SP;Itaju;3522000;14;01000-000;19999-999
SP;Itanhaém;3522109;13;11740-000;11740-994 
SP;Itaóca;3522158;15;01000-000;19999-999
SP;Itapecerica Da Serra;3522208;11;01000-000;19999-999
SP;Itapetininga;3522307;15;18200-001;18219-970 
SP;Itapeva;3522406;15;01000-000;19999-999
SP;Itapevi;3522505;11;06652-000;06696-902
SP;Itapira;3522604;19;01000-000;19999-999
SP;Itapirapuã Paulista;3522653;15;01000-000;19999-999
SP;Itápolis;3522703;16;14900-000 ;14907-970 
SP;Itaporanga;3522802;15;01000-000;19999-999
SP;Itapuí;3522901;14;01000-000;19999-999
SP;Itapura;3523008;18;01000-000;19999-999
SP;Itaquaquecetuba;3523107;11;08570-002;08599-972
SP;Itararé;3523206;15;01000-000;19999-999
SP;Itariri;3523305;13;11760-000;11770-970 
SP;Itatiba;3523404;11;13250-005;13258-060
SP;Itatinga;3523503;14;18690-000;18695-970
SP;Itirapina;3523602;19;01000-000;19999-999
SP;Itirapuã;3523701;16;01000-000;19999-999
SP;Itobi;3523800;19;01000-000;19999-999
SP;Itu;3523909;11;13300-003;13314-052 
SP;Itupeva;3524006;11;01000-000;19999-999
SP;Ituverava;3524105;16;01000-000;19999-999
SP;Jaborandi;3524204;17;01000-000;19999-999
SP;Jaboticabal;3524303;16;01000-000;19999-999
SP;Jacareí;3524402;12;12301-000;12341-290 
SP;Jaci;3524501;17;01000-000;19999-999
SP;Jacupiranga;3524600;13;01000-000;19999-999
SP;Jaguariúna;3524709;19;13820-000;13820-971
SP;Jales;3524808;17;01000-000;19999-999
SP;Jambeiro;3524907;12;01000-000;19999-999
SP;Jandira;3525003;11;01000-000;19999-999
SP;Jardinópolis;3525102;16;01000-000;19999-999
SP;Jarinu;3525201;11;01000-000;19999-999
SP;Jaú;3525300;14;01000-000;19999-999
SP;Jeriquara;3525409;16;01000-000;19999-999
SP;Joanópolis;3525508;11;01000-000;19999-999
SP;João Ramalho;3525607;18;01000-000;19999-999
SP;José Bonifácio;3525706;17;01000-000;19999-999
SP;Júlio Mesquita;3525805;14;01000-000;19999-999
SP;Jumirim;3525854;15;01000-000;19999-999
SP;Jundiaí;3525904;11;13201-000;13219-900 
SP;Junqueirópolis;3526001;18;01000-000;19999-999
SP;Juquiá;3526100;13;11800-000;11800-970
SP;Juquitiba;3526209;11;06950-000;06951-995
SP;Lagoinha;3526308;12;12130-000;12130-970 
SP;Laranjal Paulista;3526407;15;18500-000 ;18510-971 
SP;Lavínia;3526506;18;01000-000;19999-999
SP;Lavrinhas;3526605;12;01000-000;19999-999
SP;Leme;3526704;19;13610-005;13617-890
SP;Lençóis Paulista;3526803;14;01000-000;19999-999
SP;Limeira;3526902;19;13480-001;13489-970 
SP;Lindóia;3527009;19;01000-000;19999-999
SP;Lins;3527108;14;16400-010;16420-970 
SP;Lorena;3527207;12;12600-005;12612-550
SP;Lourdes;3527256;18;01000-000;19999-999
SP;Louveira;3527306;19;01000-000;19999-999
SP;Lucélia;3527405;18;01000-000;19999-999
SP;Lucianópolis;3527504;14;01000-000;19999-999
SP;Luís Antônio;3527603;16;01000-000;19999-999
SP;Luiziânia;3527702;18;01000-000;19999-999
SP;Lupércio;3527801;14;01000-000;19999-999
SP;Lutécia;3527900;18;01000-000;19999-999
SP;Macatuba;3528007;14;01000-000;19999-999
SP;Macaubal;3528106;17;01000-000;19999-999
SP;Macedônia;3528205;17;01000-000;19999-999
SP;Magda;3528304;17;01000-000;19999-999
SP;Mairinque;3528403;11;01000-000;19999-999
SP;Mairiporã;3528502;11;07600-000;07600-994
SP;Manduri;3528601;14;01000-000;19999-999
SP;Marabá Paulista;3528700;18;01000-000;19999-999
SP;Maracaí;3528809;18;01000-000;19999-999
SP;Marapoama;3528858;17;01000-000;19999-999
SP;Mariápolis;3528908;18;01000-000;19999-999
SP;Marília;3529005;14;17500-001;17539-970
SP;Marinópolis;3529104;17;01000-000;19999-999
SP;Martinópolis;3529203;18;01000-000;19999-999
SP;Matão;3529302;16;01000-000;19999-999
SP;Mauá;3529401;11;09310-000;09392-300
SP;Mendonça;3529500;17;01000-000;19999-999
SP;Meridiano;3529609;17;01000-000;19999-999
SP;Mesópolis;3529658;17;01000-000;19999-999
SP;Miguelópolis;3529708;16;01000-000;19999-999
SP;Mineiros Do Tietê;3529807;14;01000-000;19999-999
SP;Mira Estrela;3530003;17;01000-000;19999-999
SP;Miracatu;3529906;13;01000-000;19999-999
SP;Mirandópolis;3530102;18;01000-000;19999-999
SP;Mirante Do Paranapanema;3530201;18;01000-000;19999-999
SP;Mirassol;3530300;17;15130-000;15135-971
SP;Mirassolândia;3530409;17;15145-000;15145-970 
SP;Mococa;3530508;19;13730-005;13755-971 
SP;Mogi Das Cruzes;3530607;11;08700-990; 08890-000
SP;Mogi Guaçu;3530706;19;01000-000;19999-999
SP;Mogi Mirim;3530805;19;13800-001;13817-971
SP;Mombuca;3530904;19;01000-000;19999-999
SP;Monções;3531001;17;01000-000;19999-999
SP;Mongaguá;3531100;13;11730-000;11730-972 
SP;Monte Alegre Do Sul;3531209;19;01000-000;19999-999
SP;Monte Alto;3531308;16;15910-000;15915-970 
SP;Monte Aprazível;3531407;17;01000-000;19999-999
SP;Monte Azul Paulista;3531506;17;01000-000;19999-999
SP;Monte Castelo;3531605;18;01000-000;19999-999
SP;Monte Mor;3531803;19;13190-000;13190-970 
SP;Monteiro Lobato;3531704;12;01000-000;19999-999
SP;Morro Agudo;3531902;16;01000-000;19999-999
SP;Morungaba;3532009;11;01000-000;19999-999
SP;Motuca;3532058;16;01000-000;19999-999
SP;Murutinga Do Sul;3532108;18;16950-000;16950-970 
SP;Nantes;3532157;18;01000-000;19999-999
SP;Narandiba;3532207;18;01000-000;19999-999
SP;Natividade Da Serra;3532306;12;12180-000;12190-970 
SP;Nazaré Paulista;3532405;11;01000-000;19999-999
SP;Neves Paulista;3532504;17;15120-000;15128-970 
SP;Nhandeara;3532603;17;15190-000;15195-970 
SP;Nipoã;3532702;17;01000-000;19999-999
SP;Nova Aliança;3532801;17;01000-000;19999-999
SP;Nova Campina;3532827;15;01000-000;19999-999
SP;Nova Canaã Paulista;3532843;17;01000-000;19999-999
SP;Nova Castilho;3532868;17;01000-000;19999-999
SP;Nova Europa;3532900;16;01000-000;19999-999
SP;Nova Granada;3533007;17;15440-000;15448-970 
SP;Nova Guataporanga;3533106;18;01000-000;19999-999
SP;Nova Independência;3533205;18;01000-000;19999-999
SP;Nova Luzitânia;3533304;17;01000-000;19999-999
SP;Nova Odessa;3533403;19;01000-000;19999-999
SP;Novais;3533254;17;01000-000;19999-999
SP;Novo Horizonte;3533502;17;01000-000;19999-999
SP;Nuporanga;3533601;16;01000-000;19999-999
SP;Ocauçu;3533700;14;01000-000;19999-999
SP;Óleo;3533809;14;01000-000;19999-999
SP;Olímpia;3533908;17;15400-000;15408-000 
SP;Onda Verde;3534005;17;15450-000;15450-970
SP;Oriente;3534104;14;01000-000;19999-999
SP;Orindiúva;3534203;17;15480-000 ;15480-970 
SP;Orlândia;3534302;16;14620-000;14620-972 
SP;Osasco;3534401;11;06010-000;06298-970
SP;Oscar Bressane;3534500;14;01000-000;19999-999
SP;Osvaldo Cruz;3534609;18;01000-000;19999-999
SP;Ourinhos;3534708;14;01000-000;19999-999
SP;Ouro Verde;3534807;18;01000-000;19999-999
SP;Ouroeste;3534757;17;01000-000;19999-999
SP;Pacaembu;3534906;18;01000-000;19999-999
SP;Palestina;3535002;17;15470-000;15475-970 
SP;Palmares Paulista;3535101;17;01000-000;19999-999
SP;Palmeira D'Oeste;3535200;17;01000-000;19999-999
SP;Palmital;3535309;18;01000-000;19999-999
SP;Panorama;3535408;18;01000-000;19999-999
SP;Paraguaçu Paulista;3535507;18;01000-000;19999-999
SP;Paraibuna;3535606;12;12260-000;12260-970 
SP;Paraíso;3535705;17;01000-000;19999-999
SP;Paranapanema;3535804;14;01000-000;19999-999
SP;Paranapuã;3535903;17;01000-000;19999-999
SP;Parapuã;3536000;18;01000-000;19999-999
SP;Pardinho;3536109;14;01000-000;19999-999
SP;Pariquera-Açu;3536208;13;01000-000;19999-999
SP;Parisi;3536257;17;01000-000;19999-999
SP;Patrocínio Paulista;3536307;16;01000-000;19999-999
SP;Paulicéia;3536406;18;17990-000;17990-970 
SP;Paulínia;3536505;19;13140-031;13148-917 
SP;Paulistânia;3536570;14;01000-000;19999-999
SP;Paulo De Faria;3536604;17;15490-000;15490-970 
SP;Pederneiras;3536703;14;17280-000;17288-990 
SP;Pedra Bela;3536802;11;01000-000;19999-999
SP;Pedranópolis;3536901;17;01000-000;19999-999
SP;Pedregulho;3537008;16;01000-000;19999-999
SP;Pedreira;3537107;19;01000-000;19999-999
SP;Pedrinhas Paulista;3537156;18;01000-000;19999-999
SP;Pedro De Toledo;3537206;13;11790-000;11790-992
SP;Penápolis;3537305;18;01000-000;19999-999
SP;Pereira Barreto;3537404;18;01000-000;19999-999
SP;Pereiras;3537503;14;01000-000;19999-999
SP;Peruíbe;3537602;13;11750-000;11750-971 
SP;Piacatu;3537701;18;01000-000;19999-999
SP;Piedade;3537800;15;01000-000;19999-999
SP;Pilar Do Sul;3537909;15;01000-000;19999-999
SP;Pindamonhangaba;3538006;12;12400-010;12446-460 
SP;Pindorama;3538105;17;01000-000;19999-999
SP;Pinhalzinho;3538204;11;01000-000;19999-999
SP;Piquerobi;3538303;18;01000-000;19999-999
