UF;Município;Cod_Município;CN;Cep_Início;Cep_Fim
RS;Porto Xavier;4315107;55;90000-000;99999-999
RS;Pouso Novo;4315131;51;90000-000;99999-999
RS;Presidente Lucena;4315149;51;90000-000;99999-999
RS;Progresso;4315156;51;90000-000;99999-999
RS;Protásio Alves;4315172;54;90000-000;99999-999
RS;Putinga;4315206;51;90000-000;99999-999
RS;Quaraí;4315305;55;90000-000;99999-999
RS;Quatro Irmãos;4315313;54;90000-000;99999-999
RS;Quevedos;4315321;55;90000-000;99999-999
RS;Quinze De Novembro;4315354;54;90000-000;99999-999
RS;Redentora;4315404;55;90000-000;99999-999
RS;Relvado;4315453;51;90000-000;99999-999
RS;Restinga Sêca;4315503;55;90000-000;99999-999
RS;Rio Dos Índios;4315552;54;90000-000;99999-999
RS;Rio Grande;4315602;53;96200-003;96224-970
RS;Rio Pardo;4315701;51;90000-000;99999-999
RS;Riozinho;4315750;51;90000-000;99999-999
RS;Roca Sales;4315800;51;90000-000;99999-999
RS;Rodeio Bonito;4315909;55;90000-000;99999-999
RS;Rolador;4315958;55;90000-000;99999-999
RS;Rolante;4316006;51;90000-000;99999-999
RS;Ronda Alta;4316105;54;90000-000;99999-999
RS;Rondinha;4316204;54;90000-000;99999-999
RS;Roque Gonzales;4316303;55;97970-000;97975-990
RS;Rosário Do Sul;4316402;55;97590-000;97598-000
RS;Sagrada Família;4316428;55;90000-000;99999-999
RS;Saldanha Marinho;4316436;55;90000-000;99999-999
RS;Salto Do Jacuí;4316451;55;90000-000;99999-999
RS;Salvador Das Missões;4316477;55;90000-000;99999-999
RS;Salvador Do Sul;4316501;51;90000-000;99999-999
RS;Sananduva;4316600;54;90000-000;99999-999
RS;Santa Bárbara Do Sul;4316709;55;90000-000;99999-999
RS;Santa Cecília Do Sul;4316733;54;90000-000;99999-999
RS;Santa Clara Do Sul;4316758;51;90000-000;99999-999
RS;Santa Cruz Do Sul;4316808;51;90000-000;99999-999
RS;Santa Margarida Do Sul;4316972;55;90000-000;99999-999
RS;Santa Maria;4316907;55;97010-000;97175-000
RS;Santa Maria Do Herval;4316956;51;90000-000;99999-999
RS;Santa Rosa;4317202;55;98900-000;98903-000
RS;Santa Tereza;4317251;54;90000-000;99999-999
RS;Santa Vitória Do Palmar;4317301;53;96230-000;96254-000
RS;Santana Da Boa Vista;4317004;53;90000-000;99999-999
RS;Santana Do Livramento;4317103;55;97571-00;97585-000
RS;Santiago;4317400;55;97700-000;97750-000
RS;Santo Ângelo;4317509;55;90000-000;99999-999
RS;Santo Antônio Da Patrulha;4317608;51;90000-000;99999-999
RS;Santo Antônio Das Missões;4317707;55;97870-000;97875-000
RS;Santo Antônio Do Palma;4317558;54;90000-000;99999-999
RS;Santo Antônio Do Planalto;4317756;54;90000-000;99999-999
RS;Santo Augusto;4317806;55;90000-000;99999-999
RS;Santo Cristo;4317905;55;90000-000;99999-999
RS;Santo Expedito Do Sul;4317954;54;90000-000;99999-999
RS;São Borja;4318002;55;90000-000;99999-999
RS;São Domingos Do Sul;4318051;54;90000-000;99999-999
RS;São Francisco De Assis;4318101;55;90000-000;99999-999
RS;São Francisco De Paula;4318200;54;90000-000;99999-999
RS;São Gabriel;4318309;55;90000-000;99999-999
RS;São Jerônimo;4318408;51;90000-000;99999-999
RS;São João Da Urtiga;4318424;54;90000-000;99999-999
RS;São João Do Polêsine;4318432;55;90000-000;99999-999
RS;São Jorge;4318440;54;90000-000;99999-999
RS;São José Das Missões;4318457;55;90000-000;99999-999
RS;São José Do Herval;4318465;54;90000-000;99999-999
RS;São José Do Hortêncio;4318481;51;90000-000;99999-999
RS;São José Do Inhacorá;4318499;55;90000-000;99999-999
RS;São José Do Norte;4318507;53;90000-000;99999-999
RS;São José Do Ouro;4318606;54;90000-000;99999-999
RS;São José Do Sul;4318614;51;90000-000;99999-999
RS;São José Dos Ausentes;4318622;54;90000-000;99999-999
RS;São Leopoldo;4318705;51;93001-970;93150-460
RS;São Lourenço Do Sul;4318804;53;90000-000;99999-999
RS;São Luiz Gonzaga;4318903;55;97800-000;97840-000
RS;São Marcos;4319000;54;95190-000;95197-000
RS;São Martinho;4319109;55;90000-000;99999-999
RS;São Martinho Da Serra;4319125;55;90000-000;99999-999
RS;São Miguel Das Missões;4319158;55;90000-000;99999-999
RS;São Nicolau;4319208;55;97880-000;97880-974
RS;São Paulo Das Missões;4319307;55;90000-000;99999-999
RS;São Pedro Da Serra;4319356;51;90000-000;99999-999
RS;São Pedro Das Missões;4319364;55;90000-000;99999-999
RS;São Pedro Do Butiá;4319372;55;90000-000;99999-999
RS;São Pedro Do Sul;4319406;55;90000-000;99999-999
RS;São Sebastião Do Caí;4319505;51;90000-000;99999-999
RS;São Sepé;4319604;55;90000-000;99999-999
RS;São Valentim;4319703;54;90000-000;99999-999
RS;São Valentim Do Sul;4319711;54;90000-000;99999-999
RS;São Valério Do Sul;4319737;55;90000-000;99999-999
RS;São Vendelino;4319752;51;90000-000;99999-999
RS;São Vicente Do Sul;4319802;55;90000-000;99999-999
RS;Sapiranga;4319901;51;90000-000;99999-999
RS;Sapucaia Do Sul;4320008;51;90000-000;99999-999
RS;Sarandi;4320107;54;90000-000;99999-999
RS;Seberi;4320206;55;90000-000;99999-999
RS;Sede Nova;4320230;55;90000-000;99999-999
RS;Segredo;4320263;51;90000-000;99999-999
RS;Selbach;4320305;54;90000-000;99999-999
RS;Senador Salgado Filho;4320321;55;90000-000;99999-999
RS;Sentinela Do Sul;4320354;51;90000-000;99999-999
RS;Serafina Corrêa;4320404;54;90000-000;99999-999
RS;Sério;4320453;51;90000-000;99999-999
RS;Sertão;4320503;54;90000-000;99999-999
RS;Sertão Santana;4320552;51;90000-000;99999-999
RS;Sete De Setembro;4320578;55;90000-000;99999-999
RS;Severiano De Almeida;4320602;54;90000-000;99999-999
RS;Silveira Martins;4320651;55;90000-000;99999-999
RS;Sinimbu;4320677;51;90000-000;99999-999
RS;Sobradinho;4320701;51;90000-000;99999-999
RS;Soledade;4320800;54;90000-000;99999-999
RS;Tabaí;4320859;51;90000-000;99999-999
RS;Tapejara;4320909;54;90000-000;99999-999
RS;Tapera;4321006;54;90000-000;99999-999
RS;Tapes;4321105;51;90000-000;99999-999
RS;Taquara;4321204;51;90000-000;99999-999
RS;Taquari;4321303;51;90000-000;99999-999
RS;Taquaruçu Do Sul;4321329;55;90000-000;99999-999
RS;Tavares;4321352;51;90000-000;99999-999
RS;Tenente Portela;4321402;55;90000-000;99999-999
RS;Terra De Areia;4321436;51;90000-000;99999-999
RS;Teutônia;4321451;51;90000-000;99999-999
RS;Tio Hugo;4321469;54;90000-000;99999-999
RS;Tiradentes Do Sul;4321477;55;90000-000;99999-999
RS;Toropi;4321493;55;90000-000;99999-999
RS;Torres;4321501;51;90000-000;99999-999
RS;Tramandaí;4321600;51;90000-000;99999-999
RS;Travesseiro;4321626;51;90000-000;99999-999
RS;Três Arroios;4321634;54;90000-000;99999-999
RS;Três Cachoeiras;4321667;51;90000-000;99999-999
RS;Três Coroas;4321709;51;90000-000;99999-999
RS;Três De Maio;4321808;55;90000-000;99999-999
RS;Três Forquilhas;4321832;51;90000-000;99999-999
RS;Três Palmeiras;4321857;54;90000-000;99999-999
RS;Três Passos;4321907;55;90000-000;99999-999
RS;Trindade Do Sul;4321956;54;90000-000;99999-999
RS;Triunfo;4322004;51;90000-000;99999-999
RS;Tucunduva;4322103;55;90000-000;99999-999
RS;Tunas;4322152;51;90000-000;99999-999
RS;Tupanci Do Sul;4322186;54;90000-000;99999-999
RS;Tupanciretã;4322202;55;90000-000;99999-999
RS;Tupandi;4322251;51;90000-000;99999-999
RS;Tuparendi;4322301;55;90000-000;99999-999
RS;Turuçu;4322327;53;90000-000;99999-999
RS;Ubiretama;4322343;55;90000-000;99999-999
RS;União Da Serra;4322350;54;90000-000;99999-999
RS;Unistalda;4322376;55;97755-000;97755-971
RS;Uruguaiana;4322400;55;97500-020;97535-971
RS;Vacaria;4322509;54;90000-000;99999-999
RS;Vale Do Sol;4322533;51;90000-000;99999-999
RS;Vale Real;4322541;51;90000-000;99999-999
RS;Vale Verde;4322525;51;90000-000;99999-999
RS;Vanini;4322558;54;90000-000;99999-999
RS;Venâncio Aires;4322608;51;95800-000;95835-000
RS;Vera Cruz;4322707;51;90000-000;99999-999
RS;Veranópolis;4322806;54;90000-000;99999-999
RS;Vespasiano Corrêa;4322855;51;90000-000;99999-999
RS;Viadutos;4322905;54;90000-000;99999-999
RS;Viamão;4323002;51;90000-000;99999-999
RS;Vicente Dutra;4323101;55;90000-000;99999-999
RS;Victor Graeff;4323200;54;90000-000;99999-999
RS;Vila Flores;4323309;54;90000-000;99999-999
RS;Vila Lângaro;4323358;54;90000-000;99999-999
RS;Vila Maria;4323408;54;90000-000;99999-999
RS;Vila Nova Do Sul;4323457;55;90000-000;99999-999
RS;Vista Alegre;4323507;55;90000-000;99999-999
RS;Vista Alegre Do Prata;4323606;54;90000-000;99999-999
RS;Vista Gaúcha;4323705;55;90000-000;99999-999
RS;Vitória Das Missões;4323754;55;90000-000;99999-999
RS;Westfália;4323770;51;90000-000;99999-999
RS;Xangri-Lá;4323804;51;90000-000;99999-999
SC;Abdon Batista;4200051;49;88000-000;89999-999
SC;Abelardo Luz;4200101;49;88000-000;89999-999
SC;Agrolândia;4200200;47;88000-000;89999-999
SC;Agronômica;4200309;47;88000-000;89999-999
SC;Água Doce;4200408;49;88000-000;89999-999
SC;Águas De Chapecó;4200507;49;88000-000;89999-999
SC;Águas Frias;4200556;49;88000-000;89999-999
SC;Águas Mornas;4200606;48;88150-000;88150-971
SC;Alfredo Wagner;4200705;48;88450-000;88455-970
SC;Alto Bela Vista;4200754;49;88000-000;89999-999
SC;Anchieta;4200804;49;88000-000;89999-999
SC;Angelina;4200903;48;88000-000;89999-999
SC;Anita Garibaldi;4201000;49;88000-000;89999-999
SC;Anitápolis;4201109;48;88000-000;89999-999
SC;Antônio Carlos;4201208;48;88180-000;88180-970
SC;Apiúna;4201257;47;88000-000;89999-999
SC;Arabutã;4201273;49;88000-000;89999-999
SC;Araquari;4201307;47;88000-000;89999-999
SC;Araranguá;4201406;48;88000-000;89999-999
SC;Armazém;4201505;48;88000-000;89999-999
SC;Arroio Trinta;4201604;49;88000-000;89999-999
SC;Arvoredo;4201653;49;88000-000;89999-999
SC;Ascurra;4201703;47;88000-000;89999-999
SC;Atalanta;4201802;47;88000-000;89999-999
SC;Aurora;4201901;47;88000-000;89999-999
SC;Balneário Arroio Do Silva;4201950;48;88000-000;89999-999
SC;Balneário Barra Do Sul;4202057;47;88000-000;89999-999
SC;Balneário Camboriú;4202008;47;88330-003;88339-900
SC;Balneário Gaivota;4202073;48;88000-000;89999-999
SC;Bandeirante;4202081;49;88000-000;89999-999
SC;Barra Bonita;4202099;49;88000-000;89999-999
SC;Barra Velha;4202107;47;88000-000;89999-999
SC;Bela Vista Do Toldo;4202131;47;88000-000;89999-999
SC;Belmonte;4202156;49;88000-000;89999-999
SC;Benedito Novo;4202206;47;88000-000;89999-999
SC;Biguaçu;4202305;48;88160-001;88170-993
SC;Blumenau;4202404;47;89010-000;89095-970
SC;Bocaina Do Sul;4202438;49;88000-000;89999-999
SC;Bom Jardim Da Serra;4202503;49;88000-000;89999-999
SC;Bom Jesus;4202537;49;88000-000;89999-999
SC;Bom Jesus Do Oeste;4202578;49;88000-000;89999-999
SC;Bom Retiro;4202602;49;88000-000;89999-999
SC;Bombinhas;4202453;47;88000-000;89999-999
SC;Botuverá;4202701;47;88000-000;89999-999
SC;Braço Do Norte;4202800;48;88000-000;89999-999
SC;Braço Do Trombudo;4202859;47;88000-000;89999-999
SC;Brunópolis;4202875;49;88000-000;89999-999
SC;Brusque;4202909;47;88000-000;89999-999
SC;Caçador;4203006;49;88000-000;89999-999
SC;Caibi;4203105;49;88000-000;89999-999
SC;Calmon;4203154;49;88000-000;89999-999
SC;Camboriú;4203204;47;88000-000;89999-999
SC;Campo Alegre;4203303;47;88000-000;89999-999
SC;Campo Belo Do Sul;4203402;49;88000-000;89999-999
SC;Campo Erê;4203501;49;88000-000;89999-999
SC;Campos Novos;4203600;49;88000-000;89999-999
SC;Canelinha;4203709;48;88000-000;89999-999
SC;Canoinhas;4203808;47;88000-000;89999-999
SC;Capão Alto;4203253;49;88000-000;89999-999
SC;Capinzal;4203907;49;88000-000;89999-999
SC;Capivari De Baixo;4203956;48;88000-000;89999-999
SC;Catanduvas;4204004;49;88000-000;89999-999
SC;Caxambu Do Sul;4204103;49;88000-000;89999-999
SC;Celso Ramos;4204152;49;88000-000;89999-999
SC;Cerro Negro;4204178;49;88000-000;89999-999
SC;Chapadão Do Lageado;4204194;47;88000-000;89999-999
SC;Chapecó;4204202;49;88000-000;89999-999
SC;Cocal Do Sul;4204251;48;88000-000;89999-999
SC;Concórdia;4204301;49;88000-000;89999-999
SC;Cordilheira Alta;4204350;49;88000-000;89999-999
SC;Coronel Freitas;4204400;49;88000-000;89999-999
SC;Coronel Martins;4204459;49;88000-000;89999-999
SC;Correia Pinto;4204558;49;88000-000;89999-999
SC;Corupá;4204509;47;88000-000;89999-999
SC;Criciúma;4204608;48;88000-000;89999-999
SC;Cunha Porã;4204707;49;88000-000;89999-999
SC;Cunhataí;4204756;49;88000-000;89999-999
SC;Curitibanos;4204806;49;88000-000;89999-999
SC;Descanso;4204905;49;88000-000;89999-999
SC;Dionísio Cerqueira;4205001;49;88000-000;89999-999
SC;Dona Emma;4205100;47;88000-000;89999-999
SC;Doutor Pedrinho;4205159;47;88000-000;89999-999
SC;Entre Rios;4205175;49;88000-000;89999-999
SC;Ermo;4205191;48;88000-000;89999-999
SC;Erval Velho;4205209;49;88000-000;89999-999
SC;Faxinal Dos Guedes;4205308;49;88000-000;89999-999
SC;Flor Do Sertão;4205357;49;88000-000;89999-999
SC;Florianópolis;4205407;48;88010-000;88095-971
SC;Formosa Do Sul;4205431;49;88000-000;89999-999
SC;Forquilhinha;4205456;48;88000-000;89999-999
SC;Fraiburgo;4205506;49;88000-000;89999-999
SC;Frei Rogério;4205555;49;88000-000;89999-999
SC;Galvão;4205605;49;88000-000;89999-999
SC;Garopaba;4205704;48;88000-000;89999-999
SC;Garuva;4205803;47;88000-000;89999-999
SC;Gaspar;4205902;47;88000-000;89999-999
SC;Governador Celso Ramos;4206009;48;88190-000;88190-997
SC;Grão Pará;4206108;48;88000-000;89999-999
SC;Gravatal;4206207;48;88000-000;89999-999
SC;Guabiruba;4206306;47;88000-000;89999-999
SC;Guaraciaba;4206405;49;88000-000;89999-999
SC;Guaramirim;4206504;47;88000-000;89999-999
SC;Guarujá Do Sul;4206603;49;88000-000;89999-999
SC;Guatambú;4206652;49;88000-000;89999-999
SC;Herval D'Oeste;4206702;49;88000-000;89999-999
SC;Ibiam;4206751;49;88000-000;89999-999
SC;Ibicaré;4206801;49;88000-000;89999-999
SC;Ibirama;4206900;47;88000-000;89999-999
SC;Içara;4207007;48;88000-000;89999-999
SC;Ilhota;4207106;47;88000-000;89999-999
SC;Imaruí;4207205;48;88000-000;89999-999
SC;Imbituba;4207304;48;88000-000;89999-999
SC;Imbuia;4207403;47;88000-000;89999-999
SC;Indaial;4207502;47;88000-000;89999-999
SC;Iomerê;4207577;49;88000-000;89999-999
SC;Ipira;4207601;49;88000-000;89999-999
SC;Iporã Do Oeste;4207650;49;88000-000;89999-999
SC;Ipuaçu;4207684;49;88000-000;89999-999
SC;Ipumirim;4207700;49;88000-000;89999-999
SC;Iraceminha;4207759;49;88000-000;89999-999
SC;Irani;4207809;49;88000-000;89999-999
SC;Irati;4207858;49;88000-000;89999-999
SC;Irineópolis;4207908;47;88000-000;89999-999
SC;Itá;4208005;49;88000-000;89999-999
SC;Itaiópolis;4208104;47;88000-000;89999-999
SC;Itajaí;4208203;47;88301-000 ;88318-997
SC;Itapema;4208302;47;88220-000;88220-972
SC;Itapiranga;4208401;49;88000-000;89999-999
SC;Itapoá;4208450;47;88000-000;89999-999
SC;Ituporanga;4208500;47;88000-000;89999-999
SC;Jaborá;4208609;49;88000-000;89999-999
SC;Jacinto Machado;4208708;48;88000-000;89999-999
SC;Jaguaruna;4208807;48;88000-000;89999-999
SC;Jaraguá Do Sul;4208906;47;89251-000;89268-110
SC;Jardinópolis;4208955;49;88000-000;89999-999
SC;Joaçaba;4209003;49;88000-000;89999-999
SC;Joinville;4209102;47;89201-000 ; 89239-997
SC;José Boiteux;4209151;47;88000-000;89999-999
SC;Jupiá;4209177;49;88000-000;89999-999
SC;Lacerdópolis;4209201;49;88000-000;89999-999
SC;Lages;4209300;49;88000-000;89999-999
SC;Laguna;4209409;48;88790-000;88794-970
SC;Lajeado Grande;4209458;49;88000-000;89999-999
SC;Laurentino;4209508;47;88000-000;89999-999
SC;Lauro Muller;4209607;48;88000-000;89999-999
SC;Lebon Régis;4209706;49;88000-000;89999-999
SC;Leoberto Leal;4209805;48;88000-000;89999-999
SC;Lindóia Do Sul;4209854;49;88000-000;89999-999
SC;Lontras;4209904;47;88000-000;89999-999
SC;Luiz Alves;4210001;47;88000-000;89999-999
SC;Luzerna;4210035;49;88000-000;89999-999
SC;Macieira;4210050;49;88000-000;89999-999
SC;Mafra;4210100;47;89300-000;89320-000
SC;Major Gercino;4210209;48;88000-000;89999-999
SC;Major Vieira;4210308;47;88000-000;89999-999
SC;Maracajá;4210407;48;88000-000;89999-999
SC;Maravilha;4210506;49;88000-000;89999-999
SC;Marema;4210555;49;88000-000;89999-999
SC;Massaranduba;4210605;47;88000-000;89999-999
SC;Matos Costa;4210704;49;88000-000;89999-999
SC;Meleiro;4210803;48;88000-000;89999-999
SC;Mirim Doce;4210852;47;88000-000;89999-999
SC;Modelo;4210902;49;88000-000;89999-999
SC;Mondaí;4211009;49;88000-000;89999-999
SC;Monte Carlo;4211058;49;88000-000;89999-999
SC;Monte Castelo;4211108;47;88000-000;89999-999
SC;Morro Da Fumaça;4211207;48;88000-000;89999-999
SC;Morro Grande;4211256;48;88000-000;89999-999
SC;Navegantes;4211306;47;88000-000;89999-999
SC;Nova Erechim;4211405;49;88000-000;89999-999
SC;Nova Itaberaba;4211454;49;88000-000;89999-999
SC;Nova Trento;4211504;48;88000-000;89999-999
SC;Nova Veneza;4211603;48;88000-000;89999-999
SC;Novo Horizonte;4211652;49;88000-000;89999-999
SC;Orleans;4211702;48;88000-000;89999-999
SC;Otacílio Costa;4211751;49;88000-000;89999-999
SC;Ouro;4211801;49;88000-000;89999-999
SC;Ouro Verde;4211850;49;88000-000;89999-999
SC;Paial;4211876;49;88000-000;89999-999
SC;Painel;4211892;49;88000-000;89999-999
SC;Palhoça;4211900;48;88000-000;89999-999
SC;Palma Sola;4212007;49;88000-000;89999-999
SC;Palmeira;4212056;49;88000-000;89999-999
SC;Palmitos;4212106;49;88000-000;89999-999
SC;Papanduva;4212205;47;88000-000;89999-999
SC;Paraíso;4212239;49;88000-000;89999-999
SC;Passo De Torres;4212254;48;88000-000;89999-999
SC;Passos Maia;4212270;49;88000-000;89999-999
SC;Paulo Lopes;4212304;48;88000-000;89999-999
SC;Pedras Grandes;4212403;48;88000-000;89999-999
SC;Penha;4212502;47;88000-000;89999-999
SC;Peritiba;4212601;49;88000-000;89999-999
SC;Petrolândia;4212700;47;88000-000;89999-999
SC;Balneário Piçarras;4212809;47;88000-000;89999-999
SC;Pinhalzinho;4212908;49;88000-000;89999-999
SC;Pinheiro Preto;4213005;49;88000-000;89999-999
SC;Piratuba;4213104;49;88000-000;89999-999
SC;Planalto Alegre;4213153;49;88000-000;89999-999
SC;Pomerode;4213203;47;88000-000;89999-999
SC;Ponte Alta;4213302;49;88000-000;89999-999
SC;Ponte Alta Do Norte;4213351;49;88000-000;89999-999
SC;Ponte Serrada;4213401;49;88000-000;89999-999
SC;Porto Belo;4213500;47;88000-000;89999-999
SC;Porto União;4213609;42;88000-000;89999-999
SC;Pouso Redondo;4213708;47;88000-000;89999-999
SC;Praia Grande;4213807;48;11700-005;11726-900 
SC;Presidente Castello Branco;4213906;49;88000-000;89999-999
SC;Presidente Getúlio;4214003;47;88000-000;89999-999
SC;Presidente Nereu;4214102;47;88000-000;89999-999
SC;Princesa;4214151;49;88000-000;89999-999
SC;Quilombo;4214201;49;88000-000;89999-999
SC;Rancho Queimado;4214300;48;88000-000;89999-999
SC;Rio Das Antas;4214409;49;88000-000;89999-999
SC;Rio Do Campo;4214508;47;88000-000;89999-999
SC;Rio Do Oeste;4214607;47;88000-000;89999-999
SC;Rio Do Sul;4214805;47;88000-000;89999-999
SC;Rio Dos Cedros;4214706;47;88000-000;89999-999
SC;Rio Fortuna;4214904;48;88000-000;89999-999
SC;Rio Negrinho;4215000;47;88000-000;89999-999
SC;Rio Rufino;4215059;49;88000-000;89999-999
SC;Riqueza;4215075;49;88000-000;89999-999
SC;Rodeio;4215109;47;88000-000;89999-999
SC;Romelândia;4215208;49;88000-000;89999-999
SC;Salete;4215307;47;88000-000;89999-999
SC;Saltinho;4215356;49;88000-000;89999-999
SC;Salto Veloso;4215406;49;88000-000;89999-999
SC;Sangão;4215455;48;88000-000;89999-999
SC;Santa Cecília;4215505;49;88000-000;89999-999
SC;Santa Helena;4215554;49;88000-000;89999-999
SC;Santa Rosa De Lima;4215604;48;88000-000;89999-999
SC;Santa Rosa Do Sul;4215653;48;88000-000;89999-999
SC;Santa Terezinha;4215679;47;88000-000;89999-999
SC;Santa Terezinha Do Progresso;4215687;49;88000-000;89999-999
SC;Santiago Do Sul;4215695;49;88000-000;89999-999
SC;Santo Amaro Da Imperatriz;4215703;48;88140-000;88140-994
SC;São Bento Do Sul;4215802;47;88000-000;89999-999
SC;São Bernardino;4215752;49;88000-000;89999-999
SC;São Bonifácio;4215901;48;88000-000;89999-999
SC;São Carlos;4216008;49;88000-000;89999-999
SC;São Cristovão Do Sul;4216057;49;88000-000;89999-999
SC;São Domingos;4216107;49;88000-000;89999-999
SC;São Francisco Do Sul;4216206;47;88000-000;89999-999
SC;São João Batista;4216305;48;88000-000;89999-999
SC;São João Do Itaperiú;4216354;47;88000-000;89999-999
SC;São João Do Oeste;4216255;49;88000-000;89999-999
SC;São João Do Sul;4216404;48;88000-000;89999-999
SC;São Joaquim;4216503;49;88000-000;89999-999
SC;São José;4216602;48;88010-000;88095-971
SC;São José Do Cedro;4216701;49;88000-000;89999-999
SC;São José Do Cerrito;4216800;49;88000-000;89999-999
SC;São Lourenço Do Oeste;4216909;49;88000-000;89999-999
SC;São Ludgero;4217006;48;88000-000;89999-999
SC;São Martinho;4217105;48;88000-000;89999-999
SC;São Miguel Da Boa Vista;4217154;49;88000-000;89999-999
SC;São Miguel Do Oeste;4217204;49;88000-000;89999-999
SC;São Pedro De Alcântara;4217253;48;88000-000;89999-999
SC;Saudades;4217303;49;88000-000;89999-999
SC;Schroeder;4217402;47;88000-000;89999-999
SC;Seara;4217501;49;88000-000;89999-999
SC;Serra Alta;4217550;49;88000-000;89999-999
SC;Siderópolis;4217600;48;88000-000;89999-999
SC;Sombrio;4217709;48;88000-000;89999-999
SC;Sul Brasil;4217758;49;88000-000;89999-999
SC;Taió;4217808;47;88000-000;89999-999
SC;Tangará;4217907;49;88000-000;89999-999
SC;Tigrinhos;4217956;49;88000-000;89999-999
SC;Tijucas;4218004;48;88000-000;89999-999
SC;Timbé Do Sul;4218103;48;88000-000;89999-999
SC;Timbó;4218202;47;88000-000;89999-999
SC;Timbó Grande;4218251;49;88000-000;89999-999
SC;Três Barras;4218301;47;88000-000;89999-999
SC;Treviso;4218350;48;88000-000;89999-999
SC;Treze De Maio;4218400;48;88000-000;89999-999
SC;Treze Tílias;4218509;49;88000-000;89999-999
SC;Trombudo Central;4218608;47;88000-000;89999-999
SC;Tubarão;4218707;48;88000-000;89999-999
SC;Tunápolis;4218756;49;88000-000;89999-999
SC;Turvo;4218806;48;88000-000;89999-999
SC;União Do Oeste;4218855;49;88000-000;89999-999
SC;Urubici;4218905;49;88000-000;89999-999
SC;Urupema;4218954;49;88000-000;89999-999
SC;Urussanga;4219002;48;88000-000;89999-999
SC;Vargeão;4219101;49;88000-000;89999-999
SC;Vargem;4219150;49;88000-000;89999-999
SC;Vargem Bonita;4219176;49;88000-000;89999-999
SC;Vidal Ramos;4219200;47;88000-000;89999-999
SC;Videira;4219309;49;88000-000;89999-999
SC;Vitor Meireles;4219358;47;88000-000;89999-999
SC;Witmarsum;4219408;47;88000-000;89999-999
SC;Xanxerê;4219507;49;88000-000;89999-999
SC;Xavantina;4219606;49;88000-000;89999-999
SC;Xaxim;4219705;49;88000-000;89999-999
SC;Zortéa;4219853;49;88000-000;89999-999
SE;Amparo De São Francisco;2800100;79;49000-000;49999-999
SE;Aquidabã;2800209;79;49000-000;49999-999
SE;Aracaju;2800308;79;49000-000;49999-999
SE;Arauá;2800407;79;49000-000;49999-999
SE;Areia Branca;2800506;79;49000-000;49999-999
SE;Barra Dos Coqueiros;2800605;79;49000-000;49999-999
SE;Boquim;2800670;79;49000-000;49999-999
SE;Brejo Grande;2800704;79;49000-000;49999-999
SE;Campo Do Brito;2801009;79;49000-000;49999-999
SE;Canhoba;2801108;79;49000-000;49999-999
SE;Canindé De São Francisco;2801207;79;49000-000;49999-999
SE;Capela;2801306;79;49000-000;49999-999
SE;Carira;2801405;79;49000-000;49999-999
SE;Carmópolis;2801504;79;49000-000;49999-999
SE;Cedro De São João;2801603;79;49000-000;49999-999
SE;Cristinápolis;2801702;79;49000-000;49999-999
SE;Cumbe;2801900;79;49000-000;49999-999
SE;Divina Pastora;2802007;79;49000-000;49999-999
SE;Estância;2802106;79;49000-000;49999-999
SE;Feira Nova;2802205;79;49000-000;49999-999
SE;Frei Paulo;2802304;79;49000-000;49999-999
SE;Gararu;2802403;79;49000-000;49999-999
SE;General Maynard;2802502;79;49000-000;49999-999
SE;Graccho Cardoso;2802601;79;49000-000;49999-999
SE;Ilha Das Flores;2802700;79;49000-000;49999-999
SE;Indiaroba;2802809;79;49000-000;49999-999
SE;Itabaiana;2802908;79;49000-000;49999-999
SE;Itabaianinha;2803005;79;49000-000;49999-999
SE;Itabi;2803104;79;49000-000;49999-999
SE;Itaporanga D'Ajuda;2803203;79;49000-000;49999-999
SE;Japaratuba;2803302;79;49000-000;49999-999
SE;Japoatã;2803401;79;49000-000;49999-999
SE;Lagarto;2803500;79;49000-000;49999-999
SE;Laranjeiras;2803609;79;49000-000;49999-999
SE;Macambira;2803708;79;49000-000;49999-999
SE;Malhada Dos Bois;2803807;79;49000-000;49999-999
SE;Malhador;2803906;79;49000-000;49999-999
SE;Maruim;2804003;79;49000-000;49999-999
SE;Moita Bonita;2804102;79;49000-000;49999-999
SE;Monte Alegre De Sergipe;2804201;79;49000-000;49999-999
SE;Muribeca;2804300;79;49000-000;49999-999
SE;Neópolis;2804409;79;49000-000;49999-999
SE;Nossa Senhora Aparecida;2804458;79;49000-000;49999-999
SE;Nossa Senhora Da Glória;2804508;79;49000-000;49999-999
SE;Nossa Senhora Das Dores;2804607;79;49000-000;49999-999
SE;Nossa Senhora De Lourdes;2804706;79;49000-000;49999-999
SE;Nossa Senhora Do Socorro;2804805;79;49000-000;49999-999
SE;Pacatuba;2804904;79;49000-000;49999-999
SE;Pedra Mole;2805000;79;49000-000;49999-999
SE;Pedrinhas;2805109;79;49000-000;49999-999
SE;Pinhão;2805208;79;49000-000;49999-999
SE;Pirambu;2805307;79;49000-000;49999-999
SE;Poço Redondo;2805406;79;49000-000;49999-999
SE;Poço Verde;2805505;79;49000-000;49999-999
SE;Porto Da Folha;2805604;79;49000-000;49999-999
SE;Propriá;2805703;79;49000-000;49999-999
SE;Riachão Do Dantas;2805802;79;49000-000;49999-999
SE;Riachuelo;2805901;79;49000-000;49999-999
